Hour,Storage,Fuel,Value
211,LeadAcidBattery,Power,411.00479593979463
211,LeadAcidBattery,Diesel,0.0
212,LeadAcidBattery,Power,417.12294056249465
212,LeadAcidBattery,Diesel,0.0
213,LeadAcidBattery,Power,419.7035951161146
213,LeadAcidBattery,Diesel,0.0
214,LeadAcidBattery,Power,426.7655570651346
214,LeadAcidBattery,Diesel,0.0
215,LeadAcidBattery,Power,434.4215783923746
215,LeadAcidBattery,Diesel,0.0
216,LeadAcidBattery,Power,441.22622085083464
216,LeadAcidBattery,Diesel,0.0
217,LeadAcidBattery,Power,449.54221633511463
217,LeadAcidBattery,Diesel,0.0
218,LeadAcidBattery,Power,449.54221633511463
218,LeadAcidBattery,Diesel,0.0
219,LeadAcidBattery,Power,462.38759951783464
219,LeadAcidBattery,Diesel,0.0
220,LeadAcidBattery,Power,475.66720726583463
220,LeadAcidBattery,Diesel,0.0
221,LeadAcidBattery,Power,489.06492729911463
221,LeadAcidBattery,Diesel,0.0
222,LeadAcidBattery,Power,456.18714142076595
222,LeadAcidBattery,Diesel,0.0
223,LeadAcidBattery,Power,456.18714142076595
223,LeadAcidBattery,Diesel,0.0
224,LeadAcidBattery,Power,470.399418989486
224,LeadAcidBattery,Diesel,0.0
225,LeadAcidBattery,Power,484.146177971486
225,LeadAcidBattery,Diesel,0.0
226,LeadAcidBattery,Power,498.415314488066
226,LeadAcidBattery,Diesel,0.0
227,LeadAcidBattery,Power,491.7958696385051
227,LeadAcidBattery,Diesel,0.0
228,LeadAcidBattery,Power,491.7958696385051
228,LeadAcidBattery,Diesel,0.0
229,LeadAcidBattery,Power,520.7935747628051
229,LeadAcidBattery,Diesel,0.0
230,LeadAcidBattery,Power,544.3041727035251
230,LeadAcidBattery,Diesel,0.0
231,LeadAcidBattery,Power,510.8849974160854
231,LeadAcidBattery,Diesel,0.0
232,LeadAcidBattery,Power,522.6740269430854
232,LeadAcidBattery,Diesel,0.0
233,LeadAcidBattery,Power,533.4319941212855
233,LeadAcidBattery,Diesel,0.0
234,LeadAcidBattery,Power,533.4319941212855
234,LeadAcidBattery,Diesel,0.0
235,LeadAcidBattery,Power,486.54273647778524
235,LeadAcidBattery,Diesel,0.0
236,LeadAcidBattery,Power,493.46621379216526
236,LeadAcidBattery,Diesel,0.0
237,LeadAcidBattery,Power,503.62369797780525
237,LeadAcidBattery,Diesel,0.0
238,LeadAcidBattery,Power,514.1836518240052
238,LeadAcidBattery,Diesel,0.0
239,LeadAcidBattery,Power,529.5089606230252
239,LeadAcidBattery,Diesel,0.0
240,LeadAcidBattery,Power,529.5089606230252
240,LeadAcidBattery,Diesel,0.0
241,LeadAcidBattery,Power,510.1804646522523
241,LeadAcidBattery,Diesel,0.0
242,LeadAcidBattery,Power,531.5645065879922
242,LeadAcidBattery,Diesel,0.0
243,LeadAcidBattery,Power,554.6954539879922
243,LeadAcidBattery,Diesel,0.0
244,LeadAcidBattery,Power,554.6954539879922
244,LeadAcidBattery,Diesel,0.0
245,LeadAcidBattery,Power,578.0712957792722
245,LeadAcidBattery,Diesel,0.0
246,LeadAcidBattery,Power,567.1511058100144
246,LeadAcidBattery,Diesel,0.0
247,LeadAcidBattery,Power,592.7639904040144
247,LeadAcidBattery,Diesel,0.0
248,LeadAcidBattery,Power,616.9266728531944
248,LeadAcidBattery,Diesel,0.0
249,LeadAcidBattery,Power,634.4364315147544
249,LeadAcidBattery,Diesel,0.0
250,LeadAcidBattery,Power,634.4364315147544
250,LeadAcidBattery,Diesel,0.0
251,LeadAcidBattery,Power,621.4018226818603
251,LeadAcidBattery,Diesel,0.0
252,LeadAcidBattery,Power,645.8918255383003
252,LeadAcidBattery,Diesel,0.0
253,LeadAcidBattery,Power,676.8484344655003
253,LeadAcidBattery,Diesel,0.0
254,LeadAcidBattery,Power,697.2900424454803
254,LeadAcidBattery,Diesel,0.0
255,LeadAcidBattery,Power,708.3885451192002
255,LeadAcidBattery,Diesel,0.0
256,LeadAcidBattery,Power,590.2506443726038
256,LeadAcidBattery,Diesel,0.0
257,LeadAcidBattery,Power,596.9100162731038
257,LeadAcidBattery,Diesel,0.0
258,LeadAcidBattery,Power,601.3254079557838
258,LeadAcidBattery,Diesel,0.0
259,LeadAcidBattery,Power,608.5590820968838
259,LeadAcidBattery,Diesel,0.0
260,LeadAcidBattery,Power,615.8983044537238
260,LeadAcidBattery,Diesel,0.0
261,LeadAcidBattery,Power,620.8615595195038
261,LeadAcidBattery,Diesel,0.0
262,LeadAcidBattery,Power,619.5129708346553
262,LeadAcidBattery,Diesel,0.0
263,LeadAcidBattery,Power,617.8313172195038
263,LeadAcidBattery,Diesel,0.0
264,LeadAcidBattery,Power,620.1414306339038
264,LeadAcidBattery,Diesel,0.0
265,LeadAcidBattery,Power,620.1414306339038
265,LeadAcidBattery,Diesel,0.0
266,LeadAcidBattery,Power,627.5730078639039
266,LeadAcidBattery,Diesel,0.0
267,LeadAcidBattery,Power,635.9338163251839
267,LeadAcidBattery,Diesel,0.0
268,LeadAcidBattery,Power,645.494786535184
268,LeadAcidBattery,Diesel,0.0
269,LeadAcidBattery,Power,655.4118062139039
269,LeadAcidBattery,Diesel,0.0
270,LeadAcidBattery,Power,615.9987513961612
270,LeadAcidBattery,Diesel,0.0
271,LeadAcidBattery,Power,615.9987513961612
271,LeadAcidBattery,Diesel,0.0
272,LeadAcidBattery,Power,624.7108518890811
272,LeadAcidBattery,Diesel,0.0
273,LeadAcidBattery,Power,632.1622981366012
273,LeadAcidBattery,Diesel,0.0
274,LeadAcidBattery,Power,632.7444907392412
274,LeadAcidBattery,Diesel,0.0
275,LeadAcidBattery,Power,627.1326226013624
275,LeadAcidBattery,Diesel,0.0
276,LeadAcidBattery,Power,564.2980250805895
276,LeadAcidBattery,Diesel,0.0
277,LeadAcidBattery,Power,568.4732360451295
277,LeadAcidBattery,Diesel,0.0
278,LeadAcidBattery,Power,568.5088418901295
278,LeadAcidBattery,Diesel,0.0
279,LeadAcidBattery,Power,565.6787050613416
279,LeadAcidBattery,Diesel,0.0
280,LeadAcidBattery,Power,565.6787050613416
280,LeadAcidBattery,Diesel,0.0
281,LeadAcidBattery,Power,569.6519807409015
281,LeadAcidBattery,Diesel,0.0
282,LeadAcidBattery,Power,556.2276714409015
282,LeadAcidBattery,Diesel,0.0
283,LeadAcidBattery,Power,438.0897706943051
283,LeadAcidBattery,Diesel,0.0
284,LeadAcidBattery,Power,428.93813546097175
284,LeadAcidBattery,Diesel,0.0
285,LeadAcidBattery,Power,421.8171493397596
285,LeadAcidBattery,Diesel,0.0
286,LeadAcidBattery,Power,303.6792485931632
286,LeadAcidBattery,Diesel,0.0
287,LeadAcidBattery,Power,304.1412428458832
287,LeadAcidBattery,Diesel,0.0
288,LeadAcidBattery,Power,306.9858655116032
288,LeadAcidBattery,Diesel,0.0
289,LeadAcidBattery,Power,311.3418541246232
289,LeadAcidBattery,Diesel,0.0
290,LeadAcidBattery,Power,319.0252962646232
290,LeadAcidBattery,Diesel,0.0
291,LeadAcidBattery,Power,326.6218341196832
291,LeadAcidBattery,Diesel,0.0
292,LeadAcidBattery,Power,335.67912783768315
292,LeadAcidBattery,Diesel,0.0
293,LeadAcidBattery,Power,345.96785068296316
293,LeadAcidBattery,Diesel,0.0
294,LeadAcidBattery,Power,357.75893316768315
294,LeadAcidBattery,Diesel,0.0
295,LeadAcidBattery,Power,370.25938690752315
295,LeadAcidBattery,Diesel,0.0
296,LeadAcidBattery,Power,380.97115973268313
296,LeadAcidBattery,Diesel,0.0
297,LeadAcidBattery,Power,389.48513460318316
297,LeadAcidBattery,Diesel,0.0
298,LeadAcidBattery,Power,396.47976219918314
298,LeadAcidBattery,Diesel,0.0
299,LeadAcidBattery,Power,406.12512330918315
299,LeadAcidBattery,Diesel,0.0
300,LeadAcidBattery,Power,414.54279837696316
300,LeadAcidBattery,Diesel,0.0
301,LeadAcidBattery,Power,427.36136810466314
301,LeadAcidBattery,Diesel,0.0
302,LeadAcidBattery,Power,444.88969691496317
302,LeadAcidBattery,Diesel,0.0
303,LeadAcidBattery,Power,452.06269895292314
303,LeadAcidBattery,Diesel,0.0
304,LeadAcidBattery,Power,404.32223340639257
304,LeadAcidBattery,Diesel,0.0
305,LeadAcidBattery,Power,417.76645636845257
305,LeadAcidBattery,Diesel,0.0
306,LeadAcidBattery,Power,431.1051505075526
306,LeadAcidBattery,Diesel,0.0
307,LeadAcidBattery,Power,438.5499606497726
307,LeadAcidBattery,Diesel,0.0
308,LeadAcidBattery,Power,441.16362669333256
308,LeadAcidBattery,Diesel,0.0
309,LeadAcidBattery,Power,444.5956128432326
309,LeadAcidBattery,Diesel,0.0
310,LeadAcidBattery,Power,446.5954227854726
310,LeadAcidBattery,Diesel,0.0
311,LeadAcidBattery,Power,453.4659852413726
311,LeadAcidBattery,Diesel,0.0
312,LeadAcidBattery,Power,460.5346010252726
312,LeadAcidBattery,Diesel,0.0
313,LeadAcidBattery,Power,412.9183253938936
313,LeadAcidBattery,Diesel,0.0
314,LeadAcidBattery,Power,422.4026291795536
314,LeadAcidBattery,Diesel,0.0
315,LeadAcidBattery,Power,429.0488667051736
315,LeadAcidBattery,Diesel,0.0
316,LeadAcidBattery,Power,438.65188219273364
316,LeadAcidBattery,Diesel,0.0
317,LeadAcidBattery,Power,449.7795188009536
