Hour,Technology,Value
73,ElectricVehicle,0.0
73,WoodBurner,0.13069058006
74,SolarPV,0.0
74,WindOnshore,0.0
74,HydroPower,1.0191999999999999
74,DieselGenerator,0.0
74,Tidal,0.0
74,DieselImport,0.0
74,Forest,0.13135351172
74,ElectricStove,0.0
74,ElectricVehicle,0.0
74,WoodBurner,0.13135351172
75,SolarPV,0.0
75,WindOnshore,0.0
75,HydroPower,1.0191999999999999
75,DieselGenerator,0.0
75,Tidal,0.0
75,DieselImport,0.0
75,Forest,0.12965547623999998
75,ElectricStove,0.0
75,ElectricVehicle,0.0
75,WoodBurner,0.12965547623999998
76,SolarPV,0.0
76,WindOnshore,0.0
76,HydroPower,1.0191999999999999
76,DieselGenerator,0.0
76,Tidal,0.0
76,DieselImport,0.0
76,Forest,0.13069058006
76,ElectricStove,0.0
76,ElectricVehicle,0.0
76,WoodBurner,0.13069058006
77,SolarPV,0.0
77,WindOnshore,0.0
77,HydroPower,1.0191999999999999
77,DieselGenerator,0.0
77,Tidal,0.0
77,DieselImport,0.0
77,Forest,0.18489978124
77,ElectricStove,0.0
77,ElectricVehicle,0.0
77,WoodBurner,0.18489978124
78,SolarPV,0.0
78,WindOnshore,0.0
78,HydroPower,1.00464
78,DieselGenerator,0.0
78,Tidal,0.0
78,DieselImport,0.0
78,Forest,0.18516727998
78,ElectricStove,0.00312761049
78,ElectricVehicle,0.0
78,WoodBurner,0.18516727998
79,SolarPV,0.0
79,WindOnshore,0.0
79,HydroPower,1.00464
79,DieselGenerator,0.0
79,Tidal,0.0
79,DieselImport,0.0
79,Forest,0.1809687128
79,ElectricStove,0.005573437398000001
79,ElectricVehicle,0.0
79,WoodBurner,0.1809687128
80,SolarPV,0.0
80,WindOnshore,0.0
80,HydroPower,1.00464
80,DieselGenerator,0.0
80,Tidal,0.0
80,DieselImport,0.0
80,Forest,0.1944599536
80,ElectricStove,0.013191952428
80,ElectricVehicle,0.0
80,WoodBurner,0.1944599536
81,SolarPV,0.0
81,WindOnshore,0.0
81,HydroPower,1.00464
81,DieselGenerator,0.0
81,Tidal,0.0
81,DieselImport,0.0
81,Forest,0.20270589302000003
81,ElectricStove,0.016319562917999998
81,ElectricVehicle,10.7131505778
81,WoodBurner,0.20270589302000003
82,SolarPV,0.0
82,WindOnshore,0.0
82,HydroPower,1.00464
82,DieselGenerator,0.0
82,Tidal,0.0
82,DieselImport,0.0
82,Forest,0.19707678909999998
82,ElectricStove,0.015637870374
82,ElectricVehicle,0.0
82,WoodBurner,0.19707678909999998
83,SolarPV,0.0
83,WindOnshore,0.0
83,HydroPower,1.00464
83,DieselGenerator,0.0
83,Tidal,0.0
83,DieselImport,0.0
83,Forest,0.12794581038
83,ElectricStove,0.005573437398000001
83,ElectricVehicle,0.0
83,WoodBurner,0.12794581038
84,SolarPV,0.0
84,WindOnshore,0.0
84,HydroPower,1.00464
84,DieselGenerator,0.0
84,Tidal,0.0
84,DieselImport,0.0
84,Forest,0.13214437756000003
84,ElectricStove,0.015637870374
84,ElectricVehicle,0.0
84,WoodBurner,0.13214437756000003
85,SolarPV,0.0
85,WindOnshore,0.0
85,HydroPower,0.9900800000000001
85,DieselGenerator,0.0
85,Tidal,0.0
85,DieselImport,0.0
85,Forest,0.12753874708000001
85,ElectricStove,0.01495617783
85,ElectricVehicle,0.0
85,WoodBurner,0.12753874708000001
86,SolarPV,0.0
86,WindOnshore,0.0
86,HydroPower,0.9900800000000001
86,DieselGenerator,0.0
86,Tidal,0.0
86,DieselImport,0.0
86,Forest,0.13214437756000003
86,ElectricStove,0.01495617783
86,ElectricVehicle,0.0
86,WoodBurner,0.13214437756000003
87,SolarPV,0.0
87,WindOnshore,0.0
87,HydroPower,0.9900800000000001
87,DieselGenerator,0.0
87,Tidal,0.0
87,DieselImport,0.0
87,Forest,0.13529621054000002
87,ElectricStove,0.009382740432
87,ElectricVehicle,0.0
87,WoodBurner,0.13529621054000002
88,SolarPV,0.0
88,WindOnshore,0.0
88,HydroPower,0.9900800000000001
88,DieselGenerator,0.0
88,Tidal,0.0
88,DieselImport,0.0
88,Forest,0.18109664698
88,ElectricStove,0.004490995578
88,ElectricVehicle,0.0
88,WoodBurner,0.18109664698
89,SolarPV,0.0
89,WindOnshore,0.0
89,HydroPower,0.9900800000000001
89,DieselGenerator,0.0
89,Tidal,0.0
89,DieselImport,0.0
89,Forest,0.18740031294
89,ElectricStove,0.00312761049
89,ElectricVehicle,10.7131505778
89,WoodBurner,0.18740031294
90,SolarPV,0.0
90,WindOnshore,0.0
90,HydroPower,0.9609599999999999
90,DieselGenerator,0.0
90,Tidal,0.0
90,DieselImport,0.0
90,Forest,0.17610721396000004
90,ElectricStove,0.013784518770000002
90,ElectricVehicle,0.0
90,WoodBurner,0.17610721396000004
91,SolarPV,0.0
91,WindOnshore,0.0
91,HydroPower,0.9900800000000001
91,DieselGenerator,0.0
91,Tidal,0.0
91,DieselImport,0.0
91,Forest,0.1908545358
91,ElectricStove,0.026642270699999998
91,ElectricVehicle,0.0
91,WoodBurner,0.1908545358
92,SolarPV,0.0
92,WindOnshore,0.0
92,HydroPower,0.9900800000000001
92,DieselGenerator,0.0
92,Tidal,0.0
92,DieselImport,0.0
92,Forest,0.20892814632
92,ElectricStove,0.026642270699999998
92,ElectricVehicle,0.0
92,WoodBurner,0.20892814632
93,SolarPV,0.0
93,WindOnshore,0.0
93,HydroPower,0.9609599999999999
93,DieselGenerator,0.0
93,Tidal,0.0
93,DieselImport,0.0
93,Forest,0.20711380704000001
93,ElectricStove,0.025480898934000004
93,ElectricVehicle,10.7131505778
93,WoodBurner,0.20711380704000001
94,SolarPV,0.0
94,WindOnshore,0.0
94,HydroPower,0.97552
94,DieselGenerator,0.0
94,Tidal,0.0
94,DieselImport,0.0
94,Forest,0.20711380704000001
94,ElectricStove,0.011818280046
94,ElectricVehicle,0.0
94,WoodBurner,0.20711380704000001
95,SolarPV,0.0
95,WindOnshore,0.0
95,HydroPower,0.97552
95,DieselGenerator,0.0
95,Tidal,0.0
95,DieselImport,0.0
95,Forest,0.12912047876
95,ElectricStove,0.00532845414
95,ElectricVehicle,0.0
95,WoodBurner,0.12912047876
96,SolarPV,0.0
96,WindOnshore,0.0
96,HydroPower,0.97552
96,DieselGenerator,0.0
96,Tidal,0.0
96,DieselImport,0.0
96,Forest,0.13687794222
96,ElectricStove,0.0
96,ElectricVehicle,0.0
96,WoodBurner,0.13687794222
97,SolarPV,0.0
97,WindOnshore,0.0
97,HydroPower,0.97552
97,DieselGenerator,0.0
97,Tidal,0.0
97,DieselImport,0.0
97,Forest,0.12993460536
97,ElectricStove,0.0
97,ElectricVehicle,0.0
97,WoodBurner,0.12993460536
98,SolarPV,0.0
98,WindOnshore,0.0
98,HydroPower,0.97552
98,DieselGenerator,0.0
98,Tidal,0.0
98,DieselImport,0.0
98,Forest,0.13925053973999998
98,ElectricStove,0.0
98,ElectricVehicle,0.0
98,WoodBurner,0.13925053973999998
99,SolarPV,0.0
99,WindOnshore,0.0
99,HydroPower,0.97552
99,DieselGenerator,0.0
99,Tidal,0.0
99,DieselImport,0.0
99,Forest,0.12792254962
99,ElectricStove,0.0
99,ElectricVehicle,0.0
99,WoodBurner,0.12792254962
100,SolarPV,0.0
100,WindOnshore,0.0
100,HydroPower,0.97552
100,DieselGenerator,0.0
100,Tidal,0.0
100,DieselImport,0.0
100,Forest,0.1361917498
100,ElectricStove,0.0
100,ElectricVehicle,0.0
100,WoodBurner,0.1361917498
101,SolarPV,0.0
101,WindOnshore,0.0
101,HydroPower,0.97552
101,DieselGenerator,0.0
101,Tidal,0.0
101,DieselImport,0.0
101,Forest,0.17965447986000002
