Hour,Fuel,Value
166,Mobility,-0.0
166,Cooking,-0.0
166,Diesel,-0.0
166,FireWood,-0.0
166,Gas,-0.0
167,Power,-0.0
167,Heat,-0.0
167,Mobility,-0.0
167,Cooking,-0.0
167,Diesel,-0.0
167,FireWood,-0.0
167,Gas,-0.0
168,Power,-0.0
168,Heat,-0.0
168,Mobility,-0.0
168,Cooking,-0.0
168,Diesel,-0.0
168,FireWood,-0.0
168,Gas,-0.0
169,Power,-0.0
169,Heat,-0.0
169,Mobility,-0.0
169,Cooking,-0.0
169,Diesel,-0.0
169,FireWood,-0.0
169,Gas,-0.0
170,Power,-0.0
170,Heat,-0.0
170,Mobility,-0.0
170,Cooking,-0.0
170,Diesel,-0.0
170,FireWood,-0.0
170,Gas,-0.0
171,Power,-0.0
171,Heat,-0.0
171,Mobility,-0.0
171,Cooking,-0.0
171,Diesel,-0.0
171,FireWood,-0.0
171,Gas,-0.0
172,Power,-0.0
172,Heat,-0.0
172,Mobility,-0.0
172,Cooking,-0.0
172,Diesel,-0.0
172,FireWood,-0.0
172,Gas,-0.0
173,Power,-0.0
173,Heat,-0.0
173,Mobility,-0.0
173,Cooking,-0.0
173,Diesel,-0.0
173,FireWood,-0.0
173,Gas,-0.0
174,Power,-0.0
174,Heat,-0.0
174,Mobility,-0.0
174,Cooking,-0.0
174,Diesel,-0.0
174,FireWood,-0.0
174,Gas,-0.0
