Hour,Fuel,Value
801,Gas,16.319562918
802,Gas,15.637870374
803,Gas,5.573437398
804,Gas,15.637870374
805,Gas,14.95617783
806,Gas,14.95617783
807,Gas,9.382740432
808,Gas,4.490995578
809,Gas,3.12761049
810,Gas,13.784518770000002
811,Gas,26.642270699999997
812,Gas,26.642270699999997
813,Gas,25.480898934000002
814,Gas,11.818280046
815,Gas,5.32845414
822,Gas,3.12761049
823,Gas,5.573437398
824,Gas,13.191952428
825,Gas,16.319562918
826,Gas,15.637870374
827,Gas,5.573437398
828,Gas,15.637870374
829,Gas,14.95617783
830,Gas,14.95617783
831,Gas,9.382740432
832,Gas,4.490995578
833,Gas,3.12761049
834,Gas,13.784518770000002
835,Gas,26.642270699999997
836,Gas,26.642270699999997
837,Gas,25.480898934000002
838,Gas,11.818280046
839,Gas,5.32845414
846,Gas,2.83537851
847,Gas,5.281296456
848,Gas,11.731247718
849,Gas,14.566626228
850,Gas,14.177074626000001
851,Gas,5.281296456
852,Gas,14.177074626000001
853,Gas,13.787614062000001
854,Gas,13.787614062000001
855,Gas,8.506226568
856,Gas,3.614481714
857,Gas,2.83537851
858,Gas,12.496877298000001
859,Gas,24.153564894
860,Gas,24.153564894
861,Gas,23.489988911999998
862,Gas,10.32507477
863,Gas,4.830749394
870,Gas,3.12761049
871,Gas,5.573437398
872,Gas,13.191952428
873,Gas,16.319562918
874,Gas,15.637870374
875,Gas,5.573437398
876,Gas,15.637870374
877,Gas,14.95617783
878,Gas,14.95617783
879,Gas,9.382740432
880,Gas,4.490995578
881,Gas,3.12761049
882,Gas,13.784518770000002
883,Gas,26.642270699999997
884,Gas,26.642270699999997
885,Gas,25.480898934000002
886,Gas,11.818280046
887,Gas,5.32845414
894,Gas,2.83537851
895,Gas,5.281296456
896,Gas,11.731247718
897,Gas,14.566626228
898,Gas,14.177074626000001
899,Gas,5.281296456
900,Gas,14.177074626000001
901,Gas,13.787614062000001
902,Gas,13.787614062000001
903,Gas,8.506226568
904,Gas,3.614481714
905,Gas,2.83537851
906,Gas,12.496877298000001
907,Gas,24.153564894
908,Gas,24.153564894
909,Gas,23.489988911999998
910,Gas,10.32507477
911,Gas,4.830749394
918,Gas,3.12761049
919,Gas,5.573437398
920,Gas,13.191952428
921,Gas,16.319562918
922,Gas,15.637870374
923,Gas,5.573437398
924,Gas,15.637870374
925,Gas,14.95617783
926,Gas,14.95617783
927,Gas,9.382740432
928,Gas,4.490995578
929,Gas,3.12761049
930,Gas,13.784518770000002
931,Gas,26.642270699999997
932,Gas,26.642270699999997
933,Gas,25.480898934000002
934,Gas,11.818280046
935,Gas,5.32845414
942,Gas,2.83537851
943,Gas,5.281296456
944,Gas,11.731247718
945,Gas,14.566626228
946,Gas,14.177074626000001
947,Gas,5.281296456
948,Gas,14.177074626000001
949,Gas,13.787614062000001
950,Gas,13.787614062000001
951,Gas,8.506226568
952,Gas,3.614481714
953,Gas,2.83537851
954,Gas,12.496877298000001
955,Gas,24.153564894
956,Gas,24.153564894
957,Gas,23.489988911999998
958,Gas,10.32507477
959,Gas,4.830749394
966,Gas,3.12761049
967,Gas,5.573437398
968,Gas,13.191952428
969,Gas,16.319562918
970,Gas,15.637870374
971,Gas,5.573437398
972,Gas,15.637870374
973,Gas,14.95617783
974,Gas,14.95617783
975,Gas,9.382740432
976,Gas,4.490995578
977,Gas,3.12761049
978,Gas,13.784518770000002
979,Gas,26.642270699999997
980,Gas,26.642270699999997
981,Gas,25.480898934000002
982,Gas,11.818280046
983,Gas,5.32845414
990,Gas,3.12761049
991,Gas,5.573437398
992,Gas,13.191952428
993,Gas,16.319562918
994,Gas,15.637870374
995,Gas,5.573437398
996,Gas,15.637870374
997,Gas,14.95617783
998,Gas,14.95617783
999,Gas,9.382740432
1000,Gas,4.490995578
1001,Gas,3.12761049
1002,Gas,13.784518770000002
1003,Gas,26.642270699999997
1004,Gas,26.642270699999997
1005,Gas,25.480898934000002
1006,Gas,11.818280046
1007,Gas,5.32845414
1014,Gas,2.83537851
1015,Gas,5.281296456
1016,Gas,11.731247718
1017,Gas,14.566626228
1018,Gas,14.177074626000001
1019,Gas,5.281296456
1020,Gas,14.177074626000001
1021,Gas,13.787614062000001
1022,Gas,13.787614062000001
1023,Gas,8.506226568
1024,Gas,3.614481714
1025,Gas,2.83537851
1026,Gas,12.496877298000001
1027,Gas,24.153564894
1028,Gas,24.153564894
1029,Gas,23.489988911999998
1030,Gas,10.32507477
1031,Gas,4.830749394
1038,Gas,3.12761049
1039,Gas,5.573437398
1040,Gas,13.191952428
1041,Gas,16.319562918
1042,Gas,15.637870374
1043,Gas,5.573437398
1044,Gas,15.637870374
1045,Gas,14.95617783
1046,Gas,14.95617783
1047,Gas,9.382740432
1048,Gas,4.490995578
1049,Gas,3.12761049
1050,Gas,13.784518770000002
1051,Gas,26.642270699999997
1052,Gas,26.642270699999997
1053,Gas,25.480898934000002
1054,Gas,11.818280046
1055,Gas,5.32845414
1062,Gas,2.83537851
1063,Gas,5.281296456
1064,Gas,11.731247718
1065,Gas,14.566626228
1066,Gas,14.177074626000001
1067,Gas,5.281296456
1068,Gas,14.177074626000001
1069,Gas,13.787614062000001
1070,Gas,13.787614062000001
1071,Gas,8.506226568
1072,Gas,3.614481714
1073,Gas,2.83537851
1074,Gas,12.496877298000001
1075,Gas,24.153564894
1076,Gas,24.153564894
1077,Gas,23.489988911999998
1078,Gas,10.32507477
1079,Gas,4.830749394
1086,Gas,3.12761049
1087,Gas,5.573437398
1088,Gas,13.191952428
1089,Gas,16.319562918
1090,Gas,15.637870374
1091,Gas,5.573437398
1092,Gas,15.637870374
1093,Gas,14.95617783
1094,Gas,14.95617783
1095,Gas,9.382740432
1096,Gas,4.490995578
1097,Gas,3.12761049
1098,Gas,13.784518770000002
1099,Gas,26.642270699999997
1100,Gas,26.642270699999997
1101,Gas,25.480898934000002
1102,Gas,11.818280046
1103,Gas,5.32845414
1110,Gas,2.83537851
1111,Gas,5.281296456
1112,Gas,11.731247718
1113,Gas,14.566626228
1114,Gas,14.177074626000001
1115,Gas,5.281296456
1116,Gas,14.177074626000001
1117,Gas,13.787614062000001
1118,Gas,13.787614062000001
1119,Gas,8.506226568
1120,Gas,3.614481714
1121,Gas,2.83537851
1122,Gas,12.496877298000001
1123,Gas,24.153564894
1124,Gas,24.153564894
1125,Gas,23.489988911999998
1126,Gas,10.32507477
1127,Gas,4.830749394
1134,Gas,3.12761049
1135,Gas,5.573437398
1136,Gas,13.191952428
1137,Gas,16.319562918
1138,Gas,15.637870374
1139,Gas,5.573437398
1140,Gas,15.637870374
1141,Gas,14.95617783
1142,Gas,14.95617783
1143,Gas,9.382740432
1144,Gas,4.490995578
1145,Gas,3.12761049
1146,Gas,13.784518770000002
1147,Gas,26.642270699999997
1148,Gas,26.642270699999997
1149,Gas,25.480898934000002
1150,Gas,11.818280046
1151,Gas,5.32845414
1158,Gas,3.12761049
1159,Gas,5.573437398
1160,Gas,13.191952428
1161,Gas,16.319562918
1162,Gas,15.637870374
1163,Gas,5.573437398
1164,Gas,15.637870374
1165,Gas,14.95617783
1166,Gas,14.95617783
1167,Gas,9.382740432
1168,Gas,4.490995578
1169,Gas,3.12761049
1170,Gas,13.784518770000002
1171,Gas,26.642270699999997
1172,Gas,26.642270699999997
1173,Gas,25.480898934000002
1174,Gas,11.818280046
1175,Gas,5.32845414
1182,Gas,2.83537851
1183,Gas,5.281296456
1184,Gas,11.731247718
1185,Gas,14.566626228
1186,Gas,14.177074626000001
1187,Gas,5.281296456
1188,Gas,14.177074626000001
1189,Gas,13.787614062000001
1190,Gas,13.787614062000001
1191,Gas,8.506226568
1192,Gas,3.614481714
1193,Gas,2.83537851
1194,Gas,12.496877298000001
1195,Gas,24.153564894
1196,Gas,24.153564894
1197,Gas,23.489988911999998
1198,Gas,10.32507477
1199,Gas,4.830749394
1206,Gas,3.12761049
1207,Gas,5.573437398
1208,Gas,13.191952428
1209,Gas,16.319562918
1210,Gas,15.637870374
1211,Gas,5.573437398
1212,Gas,15.637870374
1213,Gas,14.95617783
1214,Gas,14.95617783
1215,Gas,9.382740432
1216,Gas,4.490995578
1217,Gas,3.12761049
1218,Gas,13.784518770000002
1219,Gas,26.642270699999997
1220,Gas,26.642270699999997
1221,Gas,25.480898934000002
1222,Gas,11.818280046
1223,Gas,5.32845414
1230,Gas,2.83537851
1231,Gas,5.281296456
1232,Gas,11.731247718
1233,Gas,14.566626228
1234,Gas,14.177074626000001
1235,Gas,5.281296456
1236,Gas,14.177074626000001
1237,Gas,13.787614062000001
1238,Gas,13.787614062000001
1239,Gas,8.506226568
1240,Gas,3.614481714
1241,Gas,2.83537851
1242,Gas,12.496877298000001
1243,Gas,24.153564894
1244,Gas,24.153564894
1245,Gas,23.489988911999998
1246,Gas,10.32507477
1247,Gas,4.830749394
1254,Gas,3.12761049
1255,Gas,5.573437398
1256,Gas,13.191952428
1257,Gas,16.319562918
1258,Gas,15.637870374
1259,Gas,5.573437398
1260,Gas,15.637870374
1261,Gas,14.95617783
1262,Gas,14.95617783
1263,Gas,9.382740432
1264,Gas,4.490995578
1265,Gas,3.12761049
1266,Gas,13.784518770000002
1267,Gas,26.642270699999997
1268,Gas,26.642270699999997
1269,Gas,25.480898934000002
1270,Gas,11.818280046
1271,Gas,5.32845414
1278,Gas,2.83537851
1279,Gas,5.281296456
1280,Gas,11.731247718
1281,Gas,14.566626228
1282,Gas,14.177074626000001
1283,Gas,5.281296456
1284,Gas,14.177074626000001
1285,Gas,13.787614062000001
1286,Gas,13.787614062000001
1287,Gas,8.506226568
1288,Gas,3.614481714
1289,Gas,2.83537851
1290,Gas,12.496877298000001
1291,Gas,24.153564894
1292,Gas,24.153564894
1293,Gas,23.489988911999998
1294,Gas,10.32507477
1295,Gas,4.830749394
1302,Gas,3.12761049
1303,Gas,5.573437398
1304,Gas,13.191952428
1305,Gas,16.319562918
1306,Gas,15.637870374
1307,Gas,5.573437398
1308,Gas,15.637870374
1309,Gas,14.95617783
1310,Gas,14.95617783
1311,Gas,9.382740432
1312,Gas,4.490995578
1313,Gas,3.12761049
1314,Gas,13.784518770000002
1315,Gas,26.642270699999997
1316,Gas,26.642270699999997
1317,Gas,25.480898934000002
1318,Gas,11.818280046
1319,Gas,5.32845414
1326,Gas,3.12761049
1327,Gas,5.573437398
1328,Gas,13.191952428
1329,Gas,16.319562918
1330,Gas,15.637870374
1331,Gas,5.573437398
1332,Gas,15.637870374
1333,Gas,14.95617783
1334,Gas,14.95617783
1335,Gas,9.382740432
